asset_id,image_path,mask_path,partition,gender_label,confidence_bucket,quality_score,full_hair_score,render_safe_score,render_keep,render_notes
celeba_full_hair_000017,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000017.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000017_mask.png,train,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000018,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000018.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000018_mask.png,train,male,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000019,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000019.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000019_mask.png,train,female,high,1.0,1.0,0.92,no,codex_visual_review
celeba_full_hair_000023,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000023.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000023_mask.png,train,male,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000024,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000024.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000024_mask.png,train,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000025,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000025.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000025_mask.png,train,male,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000026,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000026.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000026_mask.png,train,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000028,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000028.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000028_mask.png,train,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000029,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000029.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000029_mask.png,train,male,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000030,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000030.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000030_mask.png,train,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000033,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000033.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000033_mask.png,train,male,high,1.0,1.0,0.92,no,codex_visual_review
celeba_full_hair_000034,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000034.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000034_mask.png,train,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000035,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000035.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000035_mask.png,train,male,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000036,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000036.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000036_mask.png,train,male,high,1.0,1.0,0.92,no,codex_visual_review
celeba_full_hair_000037,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000037.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000037_mask.png,train,male,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000038,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000038.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000038_mask.png,train,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000039,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000039.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000039_mask.png,train,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000040,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000040.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000040_mask.png,train,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000041,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000041.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000041_mask.png,train,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000042,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000042.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000042_mask.png,train,male,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000043,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000043.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000043_mask.png,train,female,high,1.0,1.0,0.92,no,codex_visual_review
celeba_full_hair_000046,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000046.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000046_mask.png,train,male,high,1.0,1.0,0.92,no,codex_visual_review
celeba_full_hair_000048,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000048.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000048_mask.png,train,male,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000049,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000049.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000049_mask.png,train,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000051,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000051.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000051_mask.png,train,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000053,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000053.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000053_mask.png,train,male,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000054,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000054.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000054_mask.png,train,male,high,1.0,1.0,0.92,no,codex_visual_review
celeba_full_hair_000055,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000055.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000055_mask.png,train,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000056,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000056.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000056_mask.png,train,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000059,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000059.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000059_mask.png,train,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000062,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000062.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000062_mask.png,train,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000064,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000064.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000064_mask.png,train,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000065,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000065.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000065_mask.png,train,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000067,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000067.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000067_mask.png,train,female,high,1.0,1.0,0.92,yes,codex_visual_review
celeba_full_hair_000068,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000068.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000068_mask.png,train,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000070,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000070.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000070_mask.png,train,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000071,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000071.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000071_mask.png,train,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000072,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000072.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000072_mask.png,train,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000073,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000073.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000073_mask.png,train,male,high,1.0,1.0,0.92,yes,codex_visual_review
celeba_full_hair_000074,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000074.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000074_mask.png,train,male,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000075,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000075.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000075_mask.png,train,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000076,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000076.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000076_mask.png,train,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000077,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000077.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000077_mask.png,train,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000078,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000078.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000078_mask.png,train,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000079,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000079.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000079_mask.png,train,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000080,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000080.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000080_mask.png,train,male,high,1.0,1.0,0.92,yes,codex_visual_review
celeba_full_hair_000081,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000081.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000081_mask.png,train,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000082,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000082.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000082_mask.png,train,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000084,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000084.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000084_mask.png,train,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000085,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000085.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000085_mask.png,train,male,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000087,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000087.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000087_mask.png,train,male,high,1.0,1.0,0.92,yes,codex_visual_review
celeba_full_hair_000088,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000088.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000088_mask.png,train,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000089,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000089.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000089_mask.png,train,male,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000090,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000090.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000090_mask.png,train,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000091,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000091.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000091_mask.png,train,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000093,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000093.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000093_mask.png,train,male,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000094,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000094.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000094_mask.png,train,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000095,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000095.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000095_mask.png,train,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000096,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000096.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000096_mask.png,train,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000097,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000097.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000097_mask.png,train,male,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000098,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000098.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000098_mask.png,train,female,high,1.0,1.0,0.92,yes,codex_visual_review
celeba_full_hair_000099,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000099.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000099_mask.png,train,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000100,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000100.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000100_mask.png,train,female,high,1.0,1.0,1.0,yes,codex_visual_review
celeba_full_hair_000101,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000101.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000101_mask.png,train,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000102,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000102.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000102_mask.png,train,male,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000103,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000103.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000103_mask.png,train,female,high,1.0,1.0,1.0,no,codex_visual_review
celeba_full_hair_000104,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000104.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000104_mask.png,train,female,high,1.0,1.0,1.0,yes,codex_visual_review
