asset_id,source_dataset,original_celeba_file,raw_image_path,raw_mask_path,image_path,mask_path,partition,gender_label,quality_score,confidence_bucket,quality_flags,hair_mask_stats,mask_topology_stats,mask_shape_stats,crop_box,crop_size,celeba_attribute_hints,labeling,full_hair_score,full_hair_flags,full_hair_candidate,render_review,render_bank
celeba_full_hair_000064,CelebA_full_hair,000780.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\raw\celeba\img_align_celeba\img_align_celeba\000780.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\datasets\celeba_hair_rich\segmentation_masks\000780_hair_mask.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000064.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000064_mask.png,train,male,1.0,high,['usable_candidate'],"{'positive_pixels': 7489, 'coverage_ratio': 0.192996, 'bbox_x': 34, 'bbox_y': 10, 'bbox_width': 123, 'bbox_height': 130}","{'component_count': 1, 'largest_component_pixels': 7489, 'secondary_component_pixels': 0, 'stray_pixels': 0, 'stray_ratio': 0.0}","{'top_band_coverage': 0.252809, 'top_band_span_ratio': 0.505618, 'side_bias_ratio': 0.231139, 'outer_side_ratio': 0.063159, 'top_rows_with_pixels': 29}","{'left': 15, 'top': 0, 'right': 176, 'bottom': 150}","{'width': 161, 'height': 150}","{'positive_fields': ['Male', 'Black_Hair'], 'color_hint': 'Black_Hair', 'texture_hint': None, 'bangs_hint': False, 'male_hint': True, 'receding_hairline_hint': False}","{'status': 'seed_from_celeba_attributes', 'taxonomy_source': 'CelebA_native_attributes', 'normalized_attributes': {'length': None, 'curl': None, 'bang': None, 'volume': None, 'side_hair': None, 'color': None, 'style_family': None}, 'notes': ''}",1.0,['full_hair_candidate'],True,"{'keep': 'yes', 'notes': 'codex_visual_review'}","{'status': 'reviewed_render_safe_keep', 'source': 'manual_render_review'}"
celeba_full_hair_000067,CelebA_full_hair,000876.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\raw\celeba\img_align_celeba\img_align_celeba\000876.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\datasets\celeba_hair_rich\segmentation_masks\000876_hair_mask.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000067.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000067_mask.png,train,female,1.0,high,['usable_candidate'],"{'positive_pixels': 13719, 'coverage_ratio': 0.353546, 'bbox_x': 8, 'bbox_y': 15, 'bbox_width': 164, 'bbox_height': 178}","{'component_count': 1, 'largest_component_pixels': 13719, 'secondary_component_pixels': 0, 'stray_pixels': 0, 'stray_ratio': 0.0}","{'top_band_coverage': 0.235667, 'top_band_span_ratio': 0.550562, 'side_bias_ratio': 0.018733, 'outer_side_ratio': 0.296304, 'top_rows_with_pixels': 24}","{'left': 0, 'top': 0, 'right': 178, 'bottom': 207}","{'width': 178, 'height': 207}","{'positive_fields': ['Brown_Hair', 'Wavy_Hair'], 'color_hint': 'Brown_Hair', 'texture_hint': 'Wavy_Hair', 'bangs_hint': False, 'male_hint': False, 'receding_hairline_hint': False}","{'status': 'seed_from_celeba_attributes', 'taxonomy_source': 'CelebA_native_attributes', 'normalized_attributes': {'length': None, 'curl': None, 'bang': None, 'volume': None, 'side_hair': None, 'color': None, 'style_family': None}, 'notes': ''}",1.0,['full_hair_candidate'],True,"{'keep': 'yes', 'notes': 'codex_visual_review'}","{'status': 'reviewed_render_safe_keep', 'source': 'manual_render_review'}"
celeba_full_hair_000068,CelebA_full_hair,000898.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\raw\celeba\img_align_celeba\img_align_celeba\000898.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\datasets\celeba_hair_rich\segmentation_masks\000898_hair_mask.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000068.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000068_mask.png,train,male,1.0,high,['usable_candidate'],"{'positive_pixels': 7949, 'coverage_ratio': 0.20485, 'bbox_x': 18, 'bbox_y': 10, 'bbox_width': 133, 'bbox_height': 137}","{'component_count': 1, 'largest_component_pixels': 7949, 'secondary_component_pixels': 0, 'stray_pixels': 0, 'stray_ratio': 0.0}","{'top_band_coverage': 0.155287, 'top_band_span_ratio': 0.47191, 'side_bias_ratio': 0.153353, 'outer_side_ratio': 0.092087, 'top_rows_with_pixels': 29}","{'left': 0, 'top': 0, 'right': 172, 'bottom': 157}","{'width': 172, 'height': 157}","{'positive_fields': ['Male', 'Straight_Hair'], 'color_hint': None, 'texture_hint': 'Straight_Hair', 'bangs_hint': False, 'male_hint': True, 'receding_hairline_hint': False}","{'status': 'seed_from_celeba_attributes', 'taxonomy_source': 'CelebA_native_attributes', 'normalized_attributes': {'length': None, 'curl': None, 'bang': None, 'volume': None, 'side_hair': None, 'color': None, 'style_family': None}, 'notes': ''}",1.0,['full_hair_candidate'],True,"{'keep': 'yes', 'notes': 'codex_visual_review'}","{'status': 'reviewed_render_safe_keep', 'source': 'manual_render_review'}"
celeba_full_hair_000072,CelebA_full_hair,001176.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\raw\celeba\img_align_celeba\img_align_celeba\001176.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\datasets\celeba_hair_rich\segmentation_masks\001176_hair_mask.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000072.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000072_mask.png,train,female,1.0,high,['usable_candidate'],"{'positive_pixels': 7970, 'coverage_ratio': 0.205391, 'bbox_x': 24, 'bbox_y': 7, 'bbox_width': 132, 'bbox_height': 134}","{'component_count': 1, 'largest_component_pixels': 7970, 'secondary_component_pixels': 0, 'stray_pixels': 0, 'stray_ratio': 0.0}","{'top_band_coverage': 0.344857, 'top_band_span_ratio': 0.623596, 'side_bias_ratio': 0.022083, 'outer_side_ratio': 0.098118, 'top_rows_with_pixels': 32}","{'left': 3, 'top': 0, 'right': 177, 'bottom': 151}","{'width': 174, 'height': 151}","{'positive_fields': ['Blond_Hair'], 'color_hint': 'Blond_Hair', 'texture_hint': None, 'bangs_hint': False, 'male_hint': False, 'receding_hairline_hint': False}","{'status': 'seed_from_celeba_attributes', 'taxonomy_source': 'CelebA_native_attributes', 'normalized_attributes': {'length': None, 'curl': None, 'bang': None, 'volume': None, 'side_hair': None, 'color': None, 'style_family': None}, 'notes': ''}",1.0,['full_hair_candidate'],True,"{'keep': 'yes', 'notes': 'codex_visual_review'}","{'status': 'reviewed_render_safe_keep', 'source': 'manual_render_review'}"
celeba_full_hair_000073,CelebA_full_hair,001260.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\raw\celeba\img_align_celeba\img_align_celeba\001260.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\datasets\celeba_hair_rich\segmentation_masks\001260_hair_mask.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000073.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000073_mask.png,train,male,1.0,high,['usable_candidate'],"{'positive_pixels': 8804, 'coverage_ratio': 0.226884, 'bbox_x': 35, 'bbox_y': 14, 'bbox_width': 141, 'bbox_height': 154}","{'component_count': 1, 'largest_component_pixels': 8804, 'secondary_component_pixels': 0, 'stray_pixels': 0, 'stray_ratio': 0.0}","{'top_band_coverage': 0.237396, 'top_band_span_ratio': 0.58427, 'side_bias_ratio': 0.355747, 'outer_side_ratio': 0.258178, 'top_rows_with_pixels': 25}","{'left': 13, 'top': 0, 'right': 178, 'bottom': 180}","{'width': 165, 'height': 180}","{'positive_fields': ['Male', 'Brown_Hair', 'Wavy_Hair'], 'color_hint': 'Brown_Hair', 'texture_hint': 'Wavy_Hair', 'bangs_hint': False, 'male_hint': True, 'receding_hairline_hint': False}","{'status': 'seed_from_celeba_attributes', 'taxonomy_source': 'CelebA_native_attributes', 'normalized_attributes': {'length': None, 'curl': None, 'bang': None, 'volume': None, 'side_hair': None, 'color': None, 'style_family': None}, 'notes': ''}",1.0,['full_hair_candidate'],True,"{'keep': 'yes', 'notes': 'codex_visual_review'}","{'status': 'reviewed_render_safe_keep', 'source': 'manual_render_review'}"
celeba_full_hair_000076,CelebA_full_hair,001409.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\raw\celeba\img_align_celeba\img_align_celeba\001409.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\datasets\celeba_hair_rich\segmentation_masks\001409_hair_mask.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000076.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000076_mask.png,train,female,1.0,high,['usable_candidate'],"{'positive_pixels': 9285, 'coverage_ratio': 0.239279, 'bbox_x': 29, 'bbox_y': 17, 'bbox_width': 141, 'bbox_height': 158}","{'component_count': 1, 'largest_component_pixels': 9285, 'secondary_component_pixels': 0, 'stray_pixels': 0, 'stray_ratio': 0.0}","{'top_band_coverage': 0.173005, 'top_band_span_ratio': 0.460674, 'side_bias_ratio': 0.248681, 'outer_side_ratio': 0.237911, 'top_rows_with_pixels': 22}","{'left': 7, 'top': 0, 'right': 178, 'bottom': 187}","{'width': 171, 'height': 187}","{'positive_fields': ['Blond_Hair'], 'color_hint': 'Blond_Hair', 'texture_hint': None, 'bangs_hint': False, 'male_hint': False, 'receding_hairline_hint': False}","{'status': 'seed_from_celeba_attributes', 'taxonomy_source': 'CelebA_native_attributes', 'normalized_attributes': {'length': None, 'curl': None, 'bang': None, 'volume': None, 'side_hair': None, 'color': None, 'style_family': None}, 'notes': ''}",1.0,['full_hair_candidate'],True,"{'keep': 'yes', 'notes': 'codex_visual_review'}","{'status': 'reviewed_render_safe_keep', 'source': 'manual_render_review'}"
celeba_full_hair_000077,CelebA_full_hair,001453.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\raw\celeba\img_align_celeba\img_align_celeba\001453.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\datasets\celeba_hair_rich\segmentation_masks\001453_hair_mask.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000077.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000077_mask.png,train,male,1.0,high,['usable_candidate'],"{'positive_pixels': 9319, 'coverage_ratio': 0.240156, 'bbox_x': 22, 'bbox_y': 4, 'bbox_width': 138, 'bbox_height': 141}","{'component_count': 1, 'largest_component_pixels': 9319, 'secondary_component_pixels': 0, 'stray_pixels': 0, 'stray_ratio': 0.0}","{'top_band_coverage': 0.404206, 'top_band_span_ratio': 0.668539, 'side_bias_ratio': 0.026505, 'outer_side_ratio': 0.154308, 'top_rows_with_pixels': 35}","{'left': 0, 'top': 0, 'right': 178, 'bottom': 156}","{'width': 178, 'height': 156}","{'positive_fields': ['Male', 'Wavy_Hair'], 'color_hint': None, 'texture_hint': 'Wavy_Hair', 'bangs_hint': False, 'male_hint': True, 'receding_hairline_hint': False}","{'status': 'seed_from_celeba_attributes', 'taxonomy_source': 'CelebA_native_attributes', 'normalized_attributes': {'length': None, 'curl': None, 'bang': None, 'volume': None, 'side_hair': None, 'color': None, 'style_family': None}, 'notes': ''}",1.0,['full_hair_candidate'],True,"{'keep': 'yes', 'notes': 'codex_visual_review'}","{'status': 'reviewed_render_safe_keep', 'source': 'manual_render_review'}"
celeba_full_hair_000078,CelebA_full_hair,001491.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\raw\celeba\img_align_celeba\img_align_celeba\001491.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\datasets\celeba_hair_rich\segmentation_masks\001491_hair_mask.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000078.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000078_mask.png,train,female,1.0,high,['usable_candidate'],"{'positive_pixels': 14167, 'coverage_ratio': 0.365091, 'bbox_x': 10, 'bbox_y': 14, 'bbox_width': 142, 'bbox_height': 184}","{'component_count': 1, 'largest_component_pixels': 14167, 'secondary_component_pixels': 0, 'stray_pixels': 0, 'stray_ratio': 0.0}","{'top_band_coverage': 0.226448, 'top_band_span_ratio': 0.511236, 'side_bias_ratio': 0.180913, 'outer_side_ratio': 0.140961, 'top_rows_with_pixels': 25}","{'left': 0, 'top': 0, 'right': 174, 'bottom': 212}","{'width': 174, 'height': 212}","{'positive_fields': ['Bangs', 'Brown_Hair', 'Straight_Hair'], 'color_hint': 'Brown_Hair', 'texture_hint': 'Straight_Hair', 'bangs_hint': True, 'male_hint': False, 'receding_hairline_hint': False}","{'status': 'seed_from_celeba_attributes', 'taxonomy_source': 'CelebA_native_attributes', 'normalized_attributes': {'length': None, 'curl': None, 'bang': None, 'volume': None, 'side_hair': None, 'color': None, 'style_family': None}, 'notes': ''}",1.0,['full_hair_candidate'],True,"{'keep': 'yes', 'notes': 'codex_visual_review'}","{'status': 'reviewed_render_safe_keep', 'source': 'manual_render_review'}"
celeba_full_hair_000079,CelebA_full_hair,001507.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\raw\celeba\img_align_celeba\img_align_celeba\001507.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\datasets\celeba_hair_rich\segmentation_masks\001507_hair_mask.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000079.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000079_mask.png,train,female,1.0,high,['usable_candidate'],"{'positive_pixels': 10765, 'coverage_ratio': 0.27742, 'bbox_x': 19, 'bbox_y': 8, 'bbox_width': 137, 'bbox_height': 144}","{'component_count': 1, 'largest_component_pixels': 10765, 'secondary_component_pixels': 0, 'stray_pixels': 0, 'stray_ratio': 0.0}","{'top_band_coverage': 0.39153, 'top_band_span_ratio': 0.674157, 'side_bias_ratio': 0.232884, 'outer_side_ratio': 0.09856, 'top_rows_with_pixels': 31}","{'left': 0, 'top': 0, 'right': 177, 'bottom': 163}","{'width': 177, 'height': 163}","{'positive_fields': ['Bangs', 'Blond_Hair', 'Straight_Hair'], 'color_hint': 'Blond_Hair', 'texture_hint': 'Straight_Hair', 'bangs_hint': True, 'male_hint': False, 'receding_hairline_hint': False}","{'status': 'seed_from_celeba_attributes', 'taxonomy_source': 'CelebA_native_attributes', 'normalized_attributes': {'length': None, 'curl': None, 'bang': None, 'volume': None, 'side_hair': None, 'color': None, 'style_family': None}, 'notes': ''}",1.0,['full_hair_candidate'],True,"{'keep': 'yes', 'notes': 'codex_visual_review'}","{'status': 'reviewed_render_safe_keep', 'source': 'manual_render_review'}"
celeba_full_hair_000080,CelebA_full_hair,001514.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\raw\celeba\img_align_celeba\img_align_celeba\001514.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\datasets\celeba_hair_rich\segmentation_masks\001514_hair_mask.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000080.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000080_mask.png,train,male,1.0,high,['usable_candidate'],"{'positive_pixels': 9370, 'coverage_ratio': 0.24147, 'bbox_x': 42, 'bbox_y': 14, 'bbox_width': 130, 'bbox_height': 125}","{'component_count': 1, 'largest_component_pixels': 9370, 'secondary_component_pixels': 0, 'stray_pixels': 0, 'stray_ratio': 0.0}","{'top_band_coverage': 0.235811, 'top_band_span_ratio': 0.516854, 'side_bias_ratio': 0.280896, 'outer_side_ratio': 0.161686, 'top_rows_with_pixels': 25}","{'left': 22, 'top': 0, 'right': 178, 'bottom': 149}","{'width': 156, 'height': 149}","{'positive_fields': ['Male', 'Bangs', 'Black_Hair', 'Straight_Hair'], 'color_hint': 'Black_Hair', 'texture_hint': 'Straight_Hair', 'bangs_hint': True, 'male_hint': True, 'receding_hairline_hint': False}","{'status': 'seed_from_celeba_attributes', 'taxonomy_source': 'CelebA_native_attributes', 'normalized_attributes': {'length': None, 'curl': None, 'bang': None, 'volume': None, 'side_hair': None, 'color': None, 'style_family': None}, 'notes': ''}",1.0,['full_hair_candidate'],True,"{'keep': 'yes', 'notes': 'codex_visual_review'}","{'status': 'reviewed_render_safe_keep', 'source': 'manual_render_review'}"
celeba_full_hair_000081,CelebA_full_hair,001551.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\raw\celeba\img_align_celeba\img_align_celeba\001551.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\datasets\celeba_hair_rich\segmentation_masks\001551_hair_mask.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000081.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000081_mask.png,train,female,1.0,high,['usable_candidate'],"{'positive_pixels': 11998, 'coverage_ratio': 0.309195, 'bbox_x': 8, 'bbox_y': 13, 'bbox_width': 142, 'bbox_height': 142}","{'component_count': 1, 'largest_component_pixels': 11998, 'secondary_component_pixels': 0, 'stray_pixels': 0, 'stray_ratio': 0.0}","{'top_band_coverage': 0.264621, 'top_band_span_ratio': 0.561798, 'side_bias_ratio': 0.22087, 'outer_side_ratio': 0.141607, 'top_rows_with_pixels': 26}","{'left': 0, 'top': 0, 'right': 172, 'bottom': 166}","{'width': 172, 'height': 166}","{'positive_fields': ['Bangs'], 'color_hint': None, 'texture_hint': None, 'bangs_hint': True, 'male_hint': False, 'receding_hairline_hint': False}","{'status': 'seed_from_celeba_attributes', 'taxonomy_source': 'CelebA_native_attributes', 'normalized_attributes': {'length': None, 'curl': None, 'bang': None, 'volume': None, 'side_hair': None, 'color': None, 'style_family': None}, 'notes': ''}",1.0,['full_hair_candidate'],True,"{'keep': 'yes', 'notes': 'codex_visual_review'}","{'status': 'reviewed_render_safe_keep', 'source': 'manual_render_review'}"
celeba_full_hair_000082,CelebA_full_hair,001589.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\raw\celeba\img_align_celeba\img_align_celeba\001589.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\datasets\celeba_hair_rich\segmentation_masks\001589_hair_mask.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000082.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000082_mask.png,train,male,1.0,high,['usable_candidate'],"{'positive_pixels': 8250, 'coverage_ratio': 0.212607, 'bbox_x': 22, 'bbox_y': 9, 'bbox_width': 132, 'bbox_height': 136}","{'component_count': 1, 'largest_component_pixels': 8250, 'secondary_component_pixels': 0, 'stray_pixels': 0, 'stray_ratio': 0.0}","{'top_band_coverage': 0.253097, 'top_band_span_ratio': 0.578652, 'side_bias_ratio': 0.010182, 'outer_side_ratio': 0.101939, 'top_rows_with_pixels': 30}","{'left': 1, 'top': 0, 'right': 175, 'bottom': 155}","{'width': 174, 'height': 155}","{'positive_fields': ['Male', 'Blond_Hair', 'Wavy_Hair'], 'color_hint': 'Blond_Hair', 'texture_hint': 'Wavy_Hair', 'bangs_hint': False, 'male_hint': True, 'receding_hairline_hint': False}","{'status': 'seed_from_celeba_attributes', 'taxonomy_source': 'CelebA_native_attributes', 'normalized_attributes': {'length': None, 'curl': None, 'bang': None, 'volume': None, 'side_hair': None, 'color': None, 'style_family': None}, 'notes': ''}",1.0,['full_hair_candidate'],True,"{'keep': 'yes', 'notes': 'codex_visual_review'}","{'status': 'reviewed_render_safe_keep', 'source': 'manual_render_review'}"
celeba_full_hair_000084,CelebA_full_hair,001666.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\raw\celeba\img_align_celeba\img_align_celeba\001666.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\datasets\celeba_hair_rich\segmentation_masks\001666_hair_mask.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000084.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000084_mask.png,train,male,1.0,high,['usable_candidate'],"{'positive_pixels': 7403, 'coverage_ratio': 0.190779, 'bbox_x': 20, 'bbox_y': 9, 'bbox_width': 134, 'bbox_height': 144}","{'component_count': 1, 'largest_component_pixels': 7403, 'secondary_component_pixels': 0, 'stray_pixels': 0, 'stray_ratio': 0.0}","{'top_band_coverage': 0.323538, 'top_band_span_ratio': 0.651685, 'side_bias_ratio': 0.012022, 'outer_side_ratio': 0.08375, 'top_rows_with_pixels': 30}","{'left': 0, 'top': 0, 'right': 175, 'bottom': 164}","{'width': 175, 'height': 164}","{'positive_fields': ['Male', 'Black_Hair'], 'color_hint': 'Black_Hair', 'texture_hint': None, 'bangs_hint': False, 'male_hint': True, 'receding_hairline_hint': False}","{'status': 'seed_from_celeba_attributes', 'taxonomy_source': 'CelebA_native_attributes', 'normalized_attributes': {'length': None, 'curl': None, 'bang': None, 'volume': None, 'side_hair': None, 'color': None, 'style_family': None}, 'notes': ''}",1.0,['full_hair_candidate'],True,"{'keep': 'yes', 'notes': 'codex_visual_review'}","{'status': 'reviewed_render_safe_keep', 'source': 'manual_render_review'}"
celeba_full_hair_000087,CelebA_full_hair,001730.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\raw\celeba\img_align_celeba\img_align_celeba\001730.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\datasets\celeba_hair_rich\segmentation_masks\001730_hair_mask.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000087.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000087_mask.png,train,male,1.0,high,['usable_candidate'],"{'positive_pixels': 8900, 'coverage_ratio': 0.229358, 'bbox_x': 10, 'bbox_y': 6, 'bbox_width': 135, 'bbox_height': 173}","{'component_count': 1, 'largest_component_pixels': 8900, 'secondary_component_pixels': 0, 'stray_pixels': 0, 'stray_ratio': 0.0}","{'top_band_coverage': 0.339095, 'top_band_span_ratio': 0.58427, 'side_bias_ratio': 0.326517, 'outer_side_ratio': 0.234045, 'top_rows_with_pixels': 33}","{'left': 0, 'top': 0, 'right': 166, 'bottom': 192}","{'width': 166, 'height': 192}","{'positive_fields': ['Male', 'Black_Hair', 'Wavy_Hair', 'Receding_Hairline'], 'color_hint': 'Black_Hair', 'texture_hint': 'Wavy_Hair', 'bangs_hint': False, 'male_hint': True, 'receding_hairline_hint': True}","{'status': 'seed_from_celeba_attributes', 'taxonomy_source': 'CelebA_native_attributes', 'normalized_attributes': {'length': None, 'curl': None, 'bang': None, 'volume': None, 'side_hair': None, 'color': None, 'style_family': None}, 'notes': ''}",1.0,['full_hair_candidate'],True,"{'keep': 'yes', 'notes': 'codex_visual_review'}","{'status': 'reviewed_render_safe_keep', 'source': 'manual_render_review'}"
celeba_full_hair_000088,CelebA_full_hair,001815.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\raw\celeba\img_align_celeba\img_align_celeba\001815.jpg,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\datasets\celeba_hair_rich\segmentation_masks\001815_hair_mask.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000088.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000088_mask.png,train,male,1.0,high,['usable_candidate'],"{'positive_pixels': 9395, 'coverage_ratio': 0.242114, 'bbox_x': 11, 'bbox_y': 8, 'bbox_width': 136, 'bbox_height': 150}","{'component_count': 1, 'largest_component_pixels': 9395, 'secondary_component_pixels': 0, 'stray_pixels': 0, 'stray_ratio': 0.0}","{'top_band_coverage': 0.381014, 'top_band_span_ratio': 0.691011, 'side_bias_ratio': 0.223842, 'outer_side_ratio': 0.185311, 'top_rows_with_pixels': 31}","{'left': 0, 'top': 0, 'right': 168, 'bottom': 170}","{'width': 168, 'height': 170}","{'positive_fields': ['Male', 'Black_Hair'], 'color_hint': 'Black_Hair', 'texture_hint': None, 'bangs_hint': False, 'male_hint': True, 'receding_hairline_hint': False}","{'status': 'seed_from_celeba_attributes', 'taxonomy_source': 'CelebA_native_attributes', 'normalized_attributes': {'length': None, 'curl': None, 'bang': None, 'volume': None, 'side_hair': None, 'color': None, 'style_family': None}, 'notes': ''}",1.0,['full_hair_candidate'],True,"{'keep': 'yes', 'notes': 'codex_visual_review'}","{'status': 'reviewed_render_safe_keep', 'source': 'manual_render_review'}"
