asset_id,image_path,mask_path,partition,gender_label,confidence_bucket,quality_score,color_hint,texture_hint,bangs_hint,male_hint,review_keep,review_gender,review_length,review_curl,review_bang,review_volume,review_side_hair,review_color,review_style_family,review_notes
celeba_hair_000039,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000039.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000039_mask.png,train,female,medium,1.0,Black_Hair,,False,False,yes,,,,,,,,,sample_reference
celeba_hair_000040,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000040.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000040_mask.png,train,female,medium,0.96,Black_Hair,,False,False,yes,,,,,,,,,sample_reference
celeba_hair_000041,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000041.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000041_mask.png,train,female,medium,0.96,,Wavy_Hair,False,False,no,,,,,,,,,sample_reference
celeba_hair_000042,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000042.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000042_mask.png,train,male,medium,1.0,Brown_Hair,Straight_Hair,False,True,yes,,,,,,,,,sample_reference
celeba_hair_000043,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000043.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000043_mask.png,train,male,medium,1.0,Black_Hair,Straight_Hair,False,True,yes,,,,,,,,,sample_reference
celeba_hair_000044,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000044.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000044_mask.png,train,female,high,1.0,,,True,False,no,,,,,,,,,sample_reference
celeba_hair_000045,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000045.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000045_mask.png,train,male,medium,0.96,Brown_Hair,,False,True,no,,,,,,,,,sample_reference
celeba_hair_000046,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000046.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000046_mask.png,train,male,high,1.0,Black_Hair,Straight_Hair,False,True,yes,,,,,,,,,sample_reference
celeba_hair_000047,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000047.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000047_mask.png,train,female,medium,0.96,Blond_Hair,Straight_Hair,True,False,no,,,,,,,,,sample_reference
celeba_hair_000048,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000048.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000048_mask.png,train,male,medium,1.0,Black_Hair,,False,True,yes,,,,,,,,,sample_reference
celeba_hair_000049,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000049.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000049_mask.png,train,female,medium,0.96,Brown_Hair,,False,False,no,,,,,,,,,sample_reference
celeba_hair_000050,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000050.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000050_mask.png,train,male,medium,0.96,Black_Hair,,False,True,no,,,,,,,,,sample_reference
celeba_hair_000051,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000051.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000051_mask.png,train,female,medium,0.96,Black_Hair,,False,False,no,,,,,,,,,sample_reference
celeba_hair_000052,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000052.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000052_mask.png,train,male,high,1.0,Black_Hair,,False,True,no,,,,,,,,,sample_reference
celeba_hair_000053,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000053.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000053_mask.png,train,male,medium,0.96,Black_Hair,,False,True,no,,,,,,,,,sample_reference
celeba_hair_000054,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000054.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000054_mask.png,train,female,high,1.0,,Wavy_Hair,False,False,no,,,,,,,,,sample_reference
celeba_hair_000055,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000055.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000055_mask.png,train,female,medium,0.96,,,False,False,no,,,,,,,,,sample_reference
celeba_hair_000056,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000056.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000056_mask.png,train,female,high,1.0,,Wavy_Hair,False,False,no,,,,,,,,,sample_reference
celeba_hair_000057,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000057.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000057_mask.png,train,male,medium,1.0,Brown_Hair,Straight_Hair,False,True,no,,,,,,,,,codex_visual_review
celeba_hair_000058,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000058.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000058_mask.png,train,male,medium,0.96,Black_Hair,Straight_Hair,False,True,no,,,,,,,,,codex_visual_review
celeba_hair_000059,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000059.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000059_mask.png,train,female,high,1.0,Blond_Hair,,False,False,yes,,,,,,,,,sample_reference
celeba_hair_000060,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000060.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000060_mask.png,train,female,medium,0.96,,Straight_Hair,True,False,no,,,,,,,,,sample_reference
celeba_hair_000061,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000061.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000061_mask.png,train,female,high,1.0,Blond_Hair,,True,False,no,,,,,,,,,sample_reference
celeba_hair_000062,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000062.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000062_mask.png,train,female,high,1.0,,Wavy_Hair,False,False,yes,,,,,,,,,sample_reference
celeba_hair_000063,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000063.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000063_mask.png,train,female,high,1.0,Brown_Hair,Straight_Hair,False,False,no,,,,,,,,,codex_visual_review
celeba_hair_000064,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000064.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000064_mask.png,train,female,high,1.0,Black_Hair,Wavy_Hair,False,False,no,,,,,,,,,codex_visual_review
celeba_hair_000065,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000065.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000065_mask.png,train,female,high,1.0,Black_Hair,,False,False,yes,,,,,,,,,codex_visual_review
celeba_hair_000066,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000066.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000066_mask.png,train,male,high,1.0,Black_Hair,,False,True,yes,,,,,,,,,sample_reference
celeba_hair_000067,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000067.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000067_mask.png,train,male,medium,1.0,,Straight_Hair,True,True,no,,,,,,,,,codex_visual_review
celeba_hair_000068,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000068.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000068_mask.png,train,male,medium,0.96,,Straight_Hair,False,True,yes,,,,,,,,,codex_visual_review
celeba_hair_000069,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000069.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000069_mask.png,train,female,medium,0.96,Blond_Hair,Wavy_Hair,True,False,no,,,,,,,,,sample_reference
celeba_hair_000070,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000070.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000070_mask.png,train,male,high,1.0,Black_Hair,Straight_Hair,True,True,yes,,,,,,,,,sample_reference
celeba_hair_000071,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000071.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000071_mask.png,train,male,high,1.0,Brown_Hair,Straight_Hair,True,True,yes,,,,,,,,,sample_reference
celeba_hair_000072,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000072.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000072_mask.png,train,female,medium,0.96,Black_Hair,,False,False,yes,,,,,,,,,sample_reference
celeba_hair_000073,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000073.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000073_mask.png,train,male,high,1.0,,Wavy_Hair,False,True,no,,,,,,,,,sample_reference
celeba_hair_000074,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000074.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000074_mask.png,train,female,high,1.0,,Straight_Hair,True,False,yes,,,,,,,,,codex_visual_review
celeba_hair_000075,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000075.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000075_mask.png,train,female,medium,0.96,Blond_Hair,,True,False,no,,,,,,,,,sample_reference
celeba_hair_000076,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000076.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000076_mask.png,train,female,high,1.0,Black_Hair,Wavy_Hair,False,False,no,,,,,,,,,codex_visual_review
celeba_hair_000077,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000077.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000077_mask.png,train,male,high,1.0,Gray_Hair,Straight_Hair,False,True,no,,,,,,,,,sample_reference
celeba_hair_000078,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000078.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000078_mask.png,train,male,medium,0.96,Black_Hair,,False,True,yes,,,,,,,,,codex_visual_review
celeba_hair_000079,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000079.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000079_mask.png,train,female,high,1.0,Black_Hair,Wavy_Hair,True,False,yes,,,,,,,,,codex_visual_review
celeba_hair_000080,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000080.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000080_mask.png,train,male,high,1.0,Black_Hair,Straight_Hair,False,True,yes,,,,,,,,,sample_reference
celeba_hair_000081,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000081.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000081_mask.png,train,male,medium,0.96,Brown_Hair,Wavy_Hair,False,True,yes,,,,,,,,,codex_visual_review
celeba_hair_000082,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000082.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000082_mask.png,train,female,high,1.0,,Wavy_Hair,False,False,no,,,,,,,,,codex_visual_review
celeba_hair_000083,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000083.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000083_mask.png,train,female,high,1.0,Blond_Hair,,False,False,yes,,,,,,,,,codex_visual_review
celeba_hair_000084,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000084.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000084_mask.png,train,female,medium,0.96,Blond_Hair,,False,False,no,,,,,,,,,sample_reference
celeba_hair_000085,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000085.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000085_mask.png,train,male,medium,0.96,Brown_Hair,Straight_Hair,False,True,yes,,,,,,,,,codex_visual_review
celeba_hair_000086,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000086.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000086_mask.png,train,male,medium,0.96,Black_Hair,Wavy_Hair,False,True,no,,,,,,,,,codex_visual_review
celeba_hair_000087,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000087.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000087_mask.png,train,female,high,1.0,Blond_Hair,,False,False,yes,,,,,,,,,codex_visual_review
celeba_hair_000088,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000088.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000088_mask.png,train,male,high,1.0,Blond_Hair,Straight_Hair,False,True,yes,,,,,,,,,sample_reference
celeba_hair_000089,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000089.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000089_mask.png,train,male,medium,0.96,,Straight_Hair,False,True,yes,,,,,,,,,codex_visual_review
celeba_hair_000090,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000090.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000090_mask.png,train,female,high,1.0,Blond_Hair,Wavy_Hair,False,False,yes,,,,,,,,,codex_visual_review
celeba_hair_000091,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000091.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000091_mask.png,train,female,medium,0.96,Blond_Hair,Straight_Hair,False,False,yes,,,,,,,,,sample_reference
celeba_hair_000092,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000092.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000092_mask.png,train,male,high,1.0,Black_Hair,,False,True,yes,,,,,,,,,sample_reference
celeba_hair_000093,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000093.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000093_mask.png,train,male,high,1.0,Black_Hair,,False,True,yes,,,,,,,,,sample_reference
celeba_hair_000094,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000094.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000094_mask.png,train,female,high,1.0,Black_Hair,Straight_Hair,False,False,yes,,,,,,,,,codex_visual_review
celeba_hair_000095,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000095.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000095_mask.png,train,female,high,1.0,Black_Hair,Wavy_Hair,False,False,no,,,,,,,,,codex_visual_review
celeba_hair_000096,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000096.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000096_mask.png,train,male,high,1.0,Black_Hair,Straight_Hair,False,True,yes,,,,,,,,,sample_reference
celeba_hair_000097,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000097.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000097_mask.png,train,female,medium,0.96,Blond_Hair,,False,False,no,,,,,,,,,sample_reference
celeba_hair_000098,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000098.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000098_mask.png,train,male,medium,0.96,Brown_Hair,Straight_Hair,False,True,no,,,,,,,,,codex_visual_review
celeba_hair_000099,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000099.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000099_mask.png,train,female,high,1.0,Brown_Hair,Wavy_Hair,True,False,yes,,,,,,,,,codex_visual_review
celeba_hair_000100,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000100.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000100_mask.png,train,female,medium,0.96,Brown_Hair,Straight_Hair,False,False,yes,,,,,,,,,sample_reference
celeba_hair_000101,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000101.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000101_mask.png,train,female,medium,0.96,Black_Hair,,False,False,yes,,,,,,,,,sample_reference
celeba_hair_000102,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000102.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000102_mask.png,train,female,high,1.0,Blond_Hair,Wavy_Hair,True,False,yes,,,,,,,,,codex_visual_review
celeba_hair_000103,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000103.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000103_mask.png,train,female,high,1.0,Black_Hair,,False,False,no,,,,,,,,,codex_visual_review
celeba_hair_000104,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000104.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000104_mask.png,train,female,high,1.0,Brown_Hair,,True,False,no,,,,,,,,,codex_visual_review
celeba_hair_000105,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000105.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000105_mask.png,train,male,high,1.0,Black_Hair,,False,True,yes,,,,,,,,,sample_reference
celeba_hair_000106,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000106.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000106_mask.png,train,female,medium,0.96,,Straight_Hair,True,False,yes,,,,,,,,,sample_reference
celeba_hair_000107,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000107.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000107_mask.png,train,female,high,1.0,,Straight_Hair,False,False,no,,,,,,,,,codex_visual_review
celeba_hair_000108,backend/data/processed/celeba_hair_rich_assets/images/celeba_hair_000108.png,backend/data/processed/celeba_hair_rich_assets/masks/celeba_hair_000108_mask.png,train,male,medium,1.0,Black_Hair,Straight_Hair,False,True,yes,,,,,,,,,codex_visual_review
